Ids,Location1,Location2,Type,Bedrooms,Bathrooms,Size_in_SqYds,Price_in_millions,Built_in_year,Parking_Spaces,Floors_in_Building,Elevators,Store_Rooms,Lobby_in_Building,Double_Glazed_Windows,Central_Air_Conditioning,Central_Heating,Waste_Disposal,Furnished,Service_Elevators_in_Building,Flooring,Electricity_Backup,Servant_Quarters,Study_Room,Prayer_Room,Powder_Room,Gym,Lounge_or_Sitting_Room,Laundry_Room,Business_Center_or_Media_Room_in_Building,Satellite_or_Cable_TV_Ready,Broadband_Internet_Access,Intercom,Conference_Room_in_Building,Community_Swimming_Pool,Community_Lawn_or_Garden,Community_Gym,Community_Center,First_Aid_or_Medical_Centre,Day_Care_center,Kids_Play_Area,Mosque,Barbeque_Area,Lawn_or_Garden,Swimming_Pool,Sauna,Jacuzzi,Nearby_Schools,Nearby_Hospital,Nearby_Shopping_Malls,Nearby_Restaurants,Nearby_Public_Transport_Service,Other_Nearby_Places,Security_Staff,Maintainance_Staff,Laundry_or_Dry_Cleaning_Facility,Facilities_for_Disabled
6284,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,106.0,8.5,,0,,,,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6285,"Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar, Gadap Town",Gadap Town,House,4.0,4.0,200.0,30.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6286,"Gulshan-e-Maymar - Sector Z, Gulshan-e-Maymar, Gadap Town",Gadap Town,House,4.0,4.0,240.0,27.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6287,"Gulshan-e-Maymar, Gadap Town",Gadap Town,House,4.0,4.0,120.0,16.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6288,"Gulshan-e-Maymar - Sector R, Gulshan-e-Maymar, Gadap Town",Gadap Town,House,4.0,4.0,120.0,21.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6289,"Gulshan-e-Maymar - Sector Z, Gulshan-e-Maymar, Gadap Town",Gadap Town,House,4.0,4.0,240.0,27.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6290,"Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar, Gadap Town",Gadap Town,House,4.0,4.0,200.0,26.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6291,"Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar, Gadap Town",Gadap Town,House,4.0,4.0,200.0,30.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6292,"Gulshan-e-Maymar, Gadap Town",Gadap Town,House,4.0,4.0,120.0,16.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6293,"Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar, Gadap Town",Gadap Town,House,,,400.0,45.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6294,"Bahria Sports City, Bahria Town Karachi",Bahria Town Karachi,House,4.0,4.0,350.0,20.3,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6295,"Sector 32 - Punjabi Saudagar City Phase 1, Scheme 33 - Sector 32, Scheme 33",Scheme 33,House,4.0,5.0,120.0,22.0,2023-01-01,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6296,Bahria Town Karachi,Bahria Town Karachi,House,3.0,3.0,79.0,7.12,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6297,"Gulshan-e-Maymar, Gadap Town",Gadap Town,House,4.0,4.0,120.0,17.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6298,Bahria Town Karachi,Bahria Town Karachi,House,3.0,3.0,79.0,7.12,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6299,"Gulshan-e-Maymar, Gadap Town",Gadap Town,Flat,2.0,2.0,106.0,5.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6300,"Saima Arabian Villas, Gadap Town",Gadap Town,Flat,2.0,2.0,83.0,4.8,,2,2.0,2.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6301,Bahria Town Karachi,Bahria Town Karachi,House,3.0,3.0,79.0,7.12,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6302,Bahria Town Karachi,Bahria Town Karachi,House,3.0,3.0,79.0,7.12,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6303,"Saima Arabian Villas, Gadap Town",Gadap Town,House,4.0,4.0,120.0,15.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6304,Bahria Town Karachi,Bahria Town Karachi,House,3.0,3.0,79.0,7.12,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6305,"Bahria Heights, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,122.0,8.1,,1,,2.0,,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6306,Bahria Town Karachi,Bahria Town Karachi,House,3.0,3.0,79.0,7.12,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6307,Bahria Town Karachi,Bahria Town Karachi,House,3.0,3.0,79.0,7.12,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6308,Bahria Town Karachi,Bahria Town Karachi,House,3.0,3.0,79.0,7.12,,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6309,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,18.6,,1,,,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6310,"Bahria Town - Precinct 31, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,235.0,14.8,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6311,"Bahria Paradise - Precinct 51, Bahria Paradise, Bahria Town Karachi",Bahria Town Karachi,House,5.0,5.0,500.0,52.6,,1,,,,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6312,"Bahria Town - Precinct 16, Bahria Town Karachi",Bahria Town Karachi,House,4.0,4.0,250.0,32.6,,1,,,,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6313,"Saima Arabian Villas, Gadap Town",Gadap Town,House,3.0,3.0,160.0,17.9,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
6314,"Bahria Town - Precinct 15, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,125.0,14.6,,1,,,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6315,"Bahria Town - Precinct 27, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,235.0,15.7,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6316,"Bahria Town - Precinct 12, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,125.0,14.5,2021-01-01,0,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6317,"Saima Arabian Villas, Gadap Town",Gadap Town,House,3.0,3.0,160.0,14.4,,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6318,"Saima Arabian Villas, Gadap Town",Gadap Town,House,3.0,3.0,160.0,14.3,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6319,"Saima Arabian Villas, Gadap Town",Gadap Town,House,3.0,3.0,160.0,14.4,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6320,"Saima Arabian Villas, Gadap Town",Gadap Town,House,6.0,6.0,160.0,21.2,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6321,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,125.0,14.3,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6322,"Saima Arabian Villas, Gadap Town",Gadap Town,House,2.0,2.0,120.0,12.6,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6323,"Saima Arabian Villas, Gadap Town",Gadap Town,House,4.0,4.0,120.0,16.3,,0,,,,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6324,"Bahria Heights, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,122.0,6.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6325,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,152.0,14.0,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6326,"Bukhari Commercial Area, DHA Phase 6, DHA Defence",DHA Defence,Flat,2.0,2.0,106.0,14.0,2008-01-01,2,4.0,0.0,,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6327,"Surjani Town - Sector 4A, Surjani Town, Gadap Town",Gadap Town,Flat,2.0,2.0,106.0,3.4,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6328,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,106.0,8.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6329,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,106.0,8.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6330,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,106.0,8.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6331,"Bahria Heights, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,122.0,6.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6332,"Bahria Heights, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,122.0,6.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6333,"Ilyas Goth, Korangi",Korangi,House,3.0,2.0,80.0,3.0,,0,,,,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6334,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,18.5,2018-01-01,0,,,,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6335,"Bahria Town - Precinct 27, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,235.0,14.5,2018-01-01,0,,,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6336,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,17.8,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6337,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,125.0,14.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6338,"Bahria Sports City, Bahria Town Karachi",Bahria Town Karachi,House,4.0,4.0,350.0,20.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6339,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,152.0,15.8,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6340,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,17.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6341,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,18.2,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6342,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,17.8,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6343,"Clifton - Block 3, Clifton",Clifton,Flat,2.0,2.0,150.0,13.0,,1,7.0,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6344,"Bahria Town - Precinct 8, Bahria Town Karachi",Bahria Town Karachi,House,4.0,4.0,272.0,29.0,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6345,"Bahria Town - Precinct 27, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,235.0,16.0,2022-01-01,2,,,,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6346,"Qasimabad, Liaquatabad",Liaquatabad,Flat,3.0,2.0,70.0,3.3,,2,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
6347,"Bahria Town - Precinct 6, Bahria Town Karachi",Bahria Town Karachi,House,4.0,4.0,272.0,29.0,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6348,Liaquatabad,Liaquatabad,Flat,,,50.0,3.1,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6349,"Ilyas Goth, Korangi",Korangi,House,3.0,2.0,80.0,3.0,,0,,,,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6350,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,18.5,2018-01-01,0,,,,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6351,"Bahria Town - Precinct 27, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,235.0,14.5,2018-01-01,0,,,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6352,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,17.8,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6353,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,125.0,14.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6354,"Bahria Sports City, Bahria Town Karachi",Bahria Town Karachi,House,4.0,4.0,350.0,20.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6355,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,152.0,15.8,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6356,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,17.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6357,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,18.2,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6358,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,17.8,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6359,"Clifton - Block 3, Clifton",Clifton,Flat,2.0,2.0,150.0,13.0,,1,7.0,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6360,"Bahria Town - Precinct 8, Bahria Town Karachi",Bahria Town Karachi,House,4.0,4.0,272.0,29.0,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6361,"Bahria Town - Precinct 27, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,235.0,16.0,2022-01-01,2,,,,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6362,"Qasimabad, Liaquatabad",Liaquatabad,Flat,3.0,2.0,70.0,3.3,,2,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
6363,"Bahria Town - Precinct 6, Bahria Town Karachi",Bahria Town Karachi,House,4.0,4.0,272.0,29.0,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6364,Liaquatabad,Liaquatabad,Flat,,,50.0,3.1,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6365,"Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,23.5,2018-01-01,0,,,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6366,"Bahria Heights, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,3.0,122.0,7.5,2022-01-01,0,9.0,6.0,,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6367,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,152.0,14.0,2018-01-01,0,,,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6368,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,17.5,2018-01-01,0,,,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6369,"Bahria Town - Precinct 10, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,17.0,2021-01-01,2,,,,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6370,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,,,244.0,23.0,,0,,,,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6371,"Bahria Town - Precinct 19, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,106.0,7.0,2018-01-01,0,6.0,4.0,,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
