Ids,Location1,Location2,Type,Bedrooms,Bathrooms,Size_in_SqYds,Price_in_millions,Built_in_year,Parking_Spaces,Floors_in_Building,Elevators,Store_Rooms,Lobby_in_Building,Double_Glazed_Windows,Central_Air_Conditioning,Central_Heating,Waste_Disposal,Furnished,Service_Elevators_in_Building,Flooring,Electricity_Backup,Servant_Quarters,Study_Room,Prayer_Room,Powder_Room,Gym,Lounge_or_Sitting_Room,Laundry_Room,Business_Center_or_Media_Room_in_Building,Satellite_or_Cable_TV_Ready,Broadband_Internet_Access,Intercom,Conference_Room_in_Building,Community_Swimming_Pool,Community_Lawn_or_Garden,Community_Gym,Community_Center,First_Aid_or_Medical_Centre,Day_Care_center,Kids_Play_Area,Mosque,Barbeque_Area,Lawn_or_Garden,Swimming_Pool,Sauna,Jacuzzi,Nearby_Schools,Nearby_Hospital,Nearby_Shopping_Malls,Nearby_Restaurants,Nearby_Public_Transport_Service,Other_Nearby_Places,Security_Staff,Maintainance_Staff,Laundry_or_Dry_Cleaning_Facility,Facilities_for_Disabled
15799,Khalid Bin Walid Road,Khalid Bin Walid Road,Flat,2.0,3.0,128.0,30.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15800,"Badar Commercial Area, DHA Phase 5, DHA Defence",DHA Defence,Flat,,2.0,56.0,5.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15801,"Sharfabad, Gulshan-e-Iqbal Town",Gulshan-e-Iqbal Town,Flat,3.0,3.0,189.0,19.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15802,Tariq Road,Tariq Road,Flat,3.0,4.0,194.0,42.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15803,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",Gulshan-e-Iqbal Town,Flat,2.0,2.0,72.0,5.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15804,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,2.0,2.0,111.0,6.6,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15805,"Saima Royal Residency, Rashid Minhas Road",Rashid Minhas Road,Flat,2.0,2.0,133.0,16.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15806,"Saima Royal Residency, Rashid Minhas Road",Rashid Minhas Road,Flat,2.0,2.0,133.0,17.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15807,"DHA Phase 5, DHA Defence",DHA Defence,House,5.0,6.0,500.0,96.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15808,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,2.0,2.0,67.0,4.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15809,Landhi,Landhi,House,4.0,3.0,64.0,6.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15810,"Gulshan-e-Maymar, Gadap Town",Gadap Town,House,7.0,6.0,200.0,38.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15811,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",Gulshan-e-Iqbal Town,House,6.0,6.0,400.0,95.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15812,"Gulshan-e-Maymar, Gadap Town",Gadap Town,House,8.0,6.0,240.0,40.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15813,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",Gulshan-e-Iqbal Town,Flat,2.0,2.0,100.0,7.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15814,"Nazimabad 2, Nazimabad",Nazimabad,Flat,3.0,3.0,128.0,11.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15815,"Gulistan-e-Jauhar - Block 11, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,3.0,161.0,20.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15816,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,2.0,2.0,122.0,8.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15817,"DHA Phase 8, DHA Defence",DHA Defence,House,5.0,4.0,500.0,109.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15818,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",Gulshan-e-Iqbal Town,Flat,2.0,2.0,100.0,9.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15819,"Gulshan-e-Maymar - Sector Y, Gulshan-e-Maymar, Gadap Town",Gadap Town,House,,,200.0,23.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15821,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,2.0,,72.0,5.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15822,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,3.0,,200.0,22.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15823,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,,183.0,17.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15824,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,3.0,,200.0,22.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15825,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,3.0,,200.0,22.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15826,Jinnah Avenue,Jinnah Avenue,House,6.0,6.0,240.0,45.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15827,"PECHS Block 3, PECHS, Jamshed Town",Jamshed Town,Flat,3.0,3.0,200.0,30.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15831,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,2.0,2.0,117.0,8.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15832,"Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar, Gadap Town",Gadap Town,Flat,2.0,2.0,122.0,9.3,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15834,"North Nazimabad - Block L, North Nazimabad",North Nazimabad,House,6.0,6.0,256.0,61.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15836,"Nazimabad 2 - Block J, Nazimabad 2, Nazimabad",Nazimabad,Flat,2.0,2.0,100.0,6.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15837,"Emaar Panorama, DHA Phase 8, DHA Defence",DHA Defence,Flat,1.0,2.0,153.0,41.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15838,"North Nazimabad - Block J, North Nazimabad",North Nazimabad,Flat,3.0,3.0,122.0,9.8,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15839,Gulistan-e-Jauhar,Gulistan-e-Jauhar,House,5.0,5.0,120.0,27.5,2018-01-01,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15840,"Bahria Town - Precinct 6, Bahria Town Karachi",Bahria Town Karachi,House,5.0,6.0,306.0,31.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15841,"Emaar Panorama, DHA Phase 8, DHA Defence",DHA Defence,Flat,1.0,2.0,130.0,37.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15842,Civil Lines,Civil Lines,Flat,4.0,4.0,178.0,27.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15843,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",Gulistan-e-Jauhar,House,4.0,4.0,120.0,22.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15844,"DHA Phase 7, DHA Defence",DHA Defence,Flat,3.0,4.0,194.0,23.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15846,"Rahat Commercial Area, DHA Phase 6, DHA Defence",DHA Defence,Flat,2.0,2.0,94.0,17.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15847,"Allahwala Town - Sector 31-B, Allahwala Town, Korangi",Korangi,Flat,2.0,1.0,50.0,1.9,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15848,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33",Scheme 33,House,4.0,4.0,120.0,25.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15849,"Shaz Residency, Gulshan-e-Iqbal Town",Gulshan-e-Iqbal Town,Flat,2.0,2.0,128.0,9.7,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15850,North Karachi,North Karachi,Flat,4.0,2.0,100.0,5.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15851,North Karachi,North Karachi,House,6.0,6.0,120.0,23.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15852,North Karachi,North Karachi,House,5.0,4.0,120.0,24.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15853,North Nazimabad,North Nazimabad,House,7.0,6.0,600.0,130.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15854,North Nazimabad,North Nazimabad,Flat,3.0,2.0,72.0,4.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15855,North Karachi,North Karachi,House,3.0,3.0,240.0,22.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15856,North Karachi,North Karachi,Flat,2.0,2.0,70.0,4.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15857,North Nazimabad,North Nazimabad,House,6.0,6.0,200.0,37.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15858,"Surjani Town, Gadap Town",Gadap Town,House,5.0,4.0,140.0,13.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15859,"North Karachi - Sector 11B, North Karachi",North Karachi,House,6.0,6.0,240.0,41.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15860,North Nazimabad,North Nazimabad,House,6.0,6.0,233.0,49.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15862,"North Karachi - Sector 11-C/3, North Karachi",North Karachi,House,6.0,6.0,120.0,21.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15863,North Karachi,North Karachi,House,5.0,5.0,120.0,19.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15864,"Surjani Town - Sector 4B, Surjani Town, Gadap Town",Gadap Town,House,8.0,3.0,84.0,7.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15865,"North Karachi - Sector 5-C/1, North Karachi - Sector 5-C, North Karachi",North Karachi,House,6.0,4.0,80.0,14.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15866,"Lakhani Fantasia, Scheme 33",Scheme 33,Flat,1.0,1.0,61.0,4.8,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15867,"Lakhani Fantasia, Scheme 33",Scheme 33,Flat,2.0,2.0,83.0,8.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15868,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,3.0,144.0,9.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15869,"Shaz Residency, Gulshan-e-Iqbal Town",Gulshan-e-Iqbal Town,Flat,2.0,2.0,83.0,7.7,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15870,University Road,University Road,Flat,2.0,2.0,100.0,13.8,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15871,"Saima Villas, Karachi Motorway",Karachi Motorway,House,3.0,3.0,120.0,11.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15873,"Gulshan-e-Maymar - Sector Q, Gulshan-e-Maymar, Gadap Town",Gadap Town,House,4.0,5.0,80.0,14.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15874,"Gwalior Cooperative Housing Society, Scheme 33",Scheme 33,House,4.0,4.0,120.0,25.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15875,"Gwalior Cooperative Housing Society, Scheme 33",Scheme 33,House,6.0,6.0,240.0,47.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15876,"PECHS, Jamshed Town",Jamshed Town,Flat,3.0,3.0,189.0,16.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15877,Khalid Bin Walid Road,Khalid Bin Walid Road,House,6.0,6.0,200.0,92.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15884,"Badar Commercial Area, DHA Phase 5, DHA Defence",DHA Defence,Flat,2.0,2.0,106.0,9.8,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15885,"Model Colony - Malir, Malir",Malir,House,7.0,5.0,80.0,18.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15886,"Clifton - Block 4, Clifton",Clifton,Flat,3.0,3.0,178.0,16.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15888,"PECHS Block 6, PECHS, Jamshed Town",Jamshed Town,Flat,3.0,3.0,189.0,40.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15889,"Clifton - Block 2, Clifton",Clifton,Flat,3.0,3.0,244.0,35.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15890,"DHA Phase 2, DHA Defence",DHA Defence,House,6.0,6.0,1000.0,145.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15891,"DHA Phase 2, DHA Defence",DHA Defence,House,6.0,3.0,1000.0,145.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15892,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",Gulshan-e-Iqbal Town,Flat,5.0,3.0,122.0,14.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15893,"North Nazimabad - Block D, North Nazimabad",North Nazimabad,House,10.0,,600.0,100.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15894,"Gulshan-e-Maymar - Sector Z, Gulshan-e-Maymar, Gadap Town",Gadap Town,House,4.0,5.0,120.0,19.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15895,"Bahria Paradise, Bahria Town Karachi",Bahria Town Karachi,House,5.0,6.0,500.0,42.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15896,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,3.0,189.0,9.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15897,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",Gulistan-e-Jauhar,House,4.0,4.0,120.0,26.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15898,"Rafi Premier Residency, Scheme 33",Scheme 33,Flat,3.0,4.0,194.0,18.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15899,"Rafi Premier Residency, Scheme 33",Scheme 33,Flat,3.0,2.0,161.0,14.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15900,"Falaknaz Presidency, Malir",Malir,Flat,2.0,2.0,117.0,10.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15901,"Lateef Duplex Luxuria, Scheme 33 - Sector 35-A, Scheme 33",Scheme 33,Flat,4.0,5.0,300.0,21.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15902,"Bahria Town - Precinct 19, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,122.0,6.2,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15903,"Federal B Area - Block 9, Federal B Area",Federal B Area,Flat,,,256.0,20.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15904,"Federal B Area - Block 8, Federal B Area",Federal B Area,Flat,,,144.0,9.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
